-1	-1
3	35
18	35
24	49
18	59
24	71
18	78
12	86
24	97
18	101
12	116
18	120
24	120
24	139
18	143
12	157
24	157
18	169
24	178
18	190
24	196
18	210
24	211
12	226
24	227
18	236
24	247
18	254
24	264
18	271
24	281
18	287
24	298
18	303
24	316
18	318
18	333
24	334
18	348
24	352
18	363
24	371
18	378
24	390
18	393
18	408
24	413
18	427
24	434
18	449
24	455
18	475
24	475
24	497
18	507
3	514
24	527
18	540
3	550
24	550
18	568
24	572
3	584
24	593
18	601
24	618
18	632
-1	-1
